symbol,ID,adj.P.Val,P.Value,t,B,logFC,ORF,desc
HEG1,57493_at,0.558,0.0725949,1.933362,-4.1938,0.94415,57493,HEG homolog 1 (zebrafish)
FOXA2,3170_at,0.558,0.0726627,-1.93285,-4.1946,-1.6933389,3170,forkhead box A2
TAOK3,51347_at,0.558,0.0726791,-1.932726,-4.1947,-0.7879333,51347,TAO kinase 3
NOP10,55505_at,0.558,0.0727075,1.932512,-4.1951,0.3993889,55505,NOP10 ribonucleoprotein homolog (yeast)
SOX18,54345_at,0.558,0.0727084,1.932505,-4.1951,0.2876722,54345,SRY (sex determining region Y)-box 18
GALT,2592_at,0.558,0.072745,1.93223,-4.1955,0.5804611,2592,galactose-1-phosphate uridylyltransferase
OLFM2,93145_at,0.558,0.0727715,1.93203,-4.1958,0.3311444,93145,olfactomedin 2
NUDT4,11163_at,0.558,0.0727912,-1.931882,-4.196,-0.8901556,11163,nudix (nucleoside diphosphate linked moiety X)-type motif 4
ZNF267,10308_at,0.558,0.0727977,-1.931833,-4.196,-0.4545667,10308,zinc finger protein 267
ZSCAN2,54993_at,0.558,0.0728511,1.93143,-4.1966,0.3062222,54993,zinc finger and SCAN domain containing 2
AHRR,57491_at,0.558,0.072883,1.93119,-4.197,1.4847056,57491,aryl-hydrocarbon receptor repressor
NRBF2,29982_at,0.558,0.0729153,1.930948,-4.1973,0.5230944,29982,nuclear receptor binding factor 2
NUDC,10726_at,0.558,0.0729202,1.930911,-4.1974,0.4980111,10726,nuclear distribution gene C homolog (A. nidulans)
MMP2,4313_at,0.558,0.0729227,1.930892,-4.1974,1.9142611,4313,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)"
MEIS2,4212_at,0.558,0.0729228,1.930891,-4.1974,1.8349056,4212,Meis homeobox 2
CSN1S2AP,286828_at,0.558,0.0729247,-1.930877,-4.1974,-0.27255,286828,"casein alpha s2-like A, pseudogene"
TOP3B,8940_at,0.558,0.0729317,1.930824,-4.1975,0.3558944,8940,topoisomerase (DNA) III beta
UBP1,7342_at,0.558,0.0729704,-1.930533,-4.1979,-0.3948611,7342,upstream binding protein 1 (LBP-1a)
PI3,5266_at,0.558,0.0729894,-1.93039,-4.1982,-1.4336556,5266,"peptidase inhibitor 3, skin-derived"
PARK7,11315_at,0.558,0.0730112,1.930226,-4.1984,0.2848333,11315,parkinson protein 7
SATB2,23314_at,0.558,0.0730143,-1.930203,-4.1984,-1.5536556,23314,SATB homeobox 2
B3GNT3,10331_at,0.558,0.0730432,-1.929986,-4.1987,-0.8944056,10331,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
IL15RA,3601_at,0.558,0.0730896,-1.929638,-4.1993,-1.0339333,3601,"interleukin 15 receptor, alpha"
OR51B6,390058_at,0.558,0.0731152,1.929446,-4.1995,0.2298222,390058,"olfactory receptor, family 51, subfamily B, member 6"
ZNF829,374899_at,0.558,0.073124,1.92938,-4.1996,0.3592611,374899,zinc finger protein 829
PPT2,9374_at,0.558,0.0731723,1.929018,-4.2002,0.8069944,9374,palmitoyl-protein thioesterase 2
SPRY1,10252_at,0.558,0.0732219,-1.928646,-4.2007,-1.0281278,10252,"sprouty homolog 1, antagonist of FGF signaling (Drosophila)"
SHISA8,440829_at,0.558,0.0732529,1.928414,-4.201,0.5811111,440829,shisa homolog 8 (Xenopus laevis)
SOX2,6657_at,0.558,0.0732731,1.928263,-4.2013,1.8395111,6657,SRY (sex determining region Y)-box 2
PTPRH,5794_at,0.558,0.073309,-1.927994,-4.2017,-0.6578778,5794,"protein tyrosine phosphatase, receptor type, H"
IQCK,124152_at,0.558,0.0734113,1.927229,-4.2028,0.5155167,124152,IQ motif containing K
ACCS,84680_at,0.558,0.0734423,1.926997,-4.2031,0.8525444,84680,1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)
KHDC1,80759_at,0.558,0.0734897,1.926643,-4.2036,0.5252222,80759,KH homology domain containing 1
HARS1,3035_at,0.558,0.0734911,1.926632,-4.2036,0.4066333,3035,histidyl-tRNA synthetase
KLF13,51621_at,0.559,0.07356,-1.926118,-4.2044,-0.5349444,51621,Kruppel-like factor 13
VRTN,55237_at,0.559,0.0736003,-1.925818,-4.2048,-0.2421611,55237,vertebrae development homolog (pig)
HTRA1,5654_at,0.559,0.0736803,1.925221,-4.2057,1.57005,5654,HtrA serine peptidase 1
ZNF775,285971_at,0.559,0.073727,1.924874,-4.2062,0.6431556,285971,zinc finger protein 775
CENPI,2491_at,0.559,0.0737463,1.92473,-4.2064,0.6277611,2491,centromere protein I
ZBTB4,57659_at,0.559,0.0737768,1.924503,-4.2068,0.8707722,57659,zinc finger and BTB domain containing 4
KIFBP,26128_at,0.559,0.0738146,1.924222,-4.2072,0.5181611,26128,KIAA1279
IL18,3606_at,0.559,0.0739007,-1.923582,-4.2081,-2.0203944,3606,interleukin 18 (interferon-gamma-inducing factor)
LOXL2,4017_at,0.559,0.0739339,1.923336,-4.2085,0.9367444,4017,lysyl oxidase-like 2
PSEN2,5664_at,0.559,0.0739458,1.923247,-4.2086,0.6430111,5664,presenilin 2 (Alzheimer disease 4)
ATOX1,475_at,0.559,0.0739511,1.923207,-4.2086,0.6971333,475,ATX1 antioxidant protein 1 homolog (yeast)
IRX4,50805_at,0.559,0.0739632,1.923118,-4.2088,0.5897944,50805,iroquois homeobox 4
SOAT1,6646_at,0.559,0.0740103,1.922768,-4.2093,1.8431167,6646,sterol O-acyltransferase 1
DNAJC9-AS1,414245_at,0.561,0.0742374,-1.921085,-4.2117,-0.19935,414245,chromosome 10 open reading frame 103
GCNT1,2650_at,0.561,0.0742459,-1.921023,-4.2118,-1.0530444,2650,"glucosaminyl (N-acetyl) transferase 1, core 2"
CABIN1,23523_at,0.562,0.0743792,1.920037,-4.2133,0.3429278,23523,calcineurin binding protein 1
NEK3,4752_at,0.562,0.0744772,-1.919314,-4.2143,-0.9581167,4752,NIMA (never in mitosis gene a)-related kinase 3
NEXN,91624_at,0.562,0.0745032,1.919122,-4.2146,0.9717889,91624,nexilin (F actin binding protein)
ESPL1,9700_at,0.562,0.0745181,1.919012,-4.2148,0.4927889,9700,extra spindle pole bodies homolog 1 (S. cerevisiae)
PSTPIP1,9051_at,0.562,0.0745444,-1.918819,-4.215,-0.1842833,9051,proline-serine-threonine phosphatase interacting protein 1
XRN2,22803_at,0.562,0.0745775,1.918574,-4.2154,0.4449722,22803,5'-3' exoribonuclease 2
ARHGEF18,23370_at,0.562,0.0746636,1.91794,-4.2163,0.5252611,23370,Rho/Rac guanine nucleotide exchange factor (GEF) 18
TRAF1,7185_at,0.563,0.0747222,-1.917509,-4.217,-0.23995,7185,TNF receptor-associated factor 1
BNIPL,149428_at,0.563,0.0747664,1.917184,-4.2174,0.4945556,149428,BCL2/adenovirus E1B 19kD interacting protein like
SLC39A5,283375_at,0.563,0.0748225,-1.916772,-4.218,-0.5605833,283375,"solute carrier family 39 (metal ion transporter), member 5"
FKBPL,63943_at,0.563,0.0749166,1.916081,-4.219,0.3964778,63943,FK506 binding protein like
RANGRF,29098_at,0.563,0.0749285,1.915993,-4.2192,0.73815,29098,RAN guanine nucleotide release factor
ADAP2,55803_at,0.563,0.0749374,1.915928,-4.2193,0.73235,55803,ArfGAP with dual PH domains 2
MED1,5469_at,0.563,0.0749528,1.915815,-4.2194,0.3504556,5469,mediator complex subunit 1
PLA2R1,22925_at,0.563,0.0749797,-1.915618,-4.2197,-0.8775389,22925,"phospholipase A2 receptor 1, 180kDa"
PROSER1,80209_at,0.563,0.0750035,-1.915443,-4.22,-0.7131722,80209,proline and serine rich 1
MICU2,221154_at,0.563,0.0750907,-1.914805,-4.2209,-0.5564278,221154,"EF-hand domain family, member A1"
SLC2A3,6515_at,0.564,0.0752339,1.913756,-4.2224,2.3292389,6515,"solute carrier family 2 (facilitated glucose transporter), member 3"
NRARP,441478_at,0.564,0.0752861,-1.913375,-4.223,-1.4317333,441478,NOTCH-regulated ankyrin repeat protein
MAP4K1,11184_at,0.564,0.0752901,1.913346,-4.223,0.3746889,11184,mitogen-activated protein kinase kinase kinase kinase 1
COL9A1,1297_at,0.564,0.0753419,-1.912967,-4.2236,-0.2487889,1297,"collagen, type IX, alpha 1"
PER3,8863_at,0.565,0.0754208,1.912392,-4.2244,0.5581611,8863,period homolog 3 (Drosophila)
NKX3-1,4824_at,0.565,0.0754648,1.912071,-4.2249,0.2427722,4824,NK3 homeobox 1
ELOVL6,79071_at,0.565,0.0755876,-1.911176,-4.2262,-0.8381667,79071,ELOVL fatty acid elongase 6
LINC00906,148145_at,0.565,0.0756303,-1.910865,-4.2266,-0.1800389,148145,uncharacterized LOC148145
ZNF3,7551_at,0.565,0.0756645,-1.910617,-4.227,-0.274,7551,zinc finger protein 3
TSIX,9383_at,0.565,0.0756654,-1.91061,-4.227,-1.07755,9383,"TSIX transcript, XIST antisense RNA (non-protein coding)"
RIN1,9610_at,0.565,0.0756995,-1.910362,-4.2274,-0.2694222,9610,Ras and Rab interactor 1
SMIM17,147670_at,0.565,0.0757022,1.910343,-4.2274,0.2163611,147670,uncharacterized LOC147670
FAM32A,26017_at,0.565,0.075738,1.910083,-4.2278,0.3886056,26017,"family with sequence similarity 32, member A"
SLC35G3,146861_at,0.565,0.0757383,1.91008,-4.2278,0.2015778,146861,"solute carrier family 35, member G3"
SAT2,112483_at,0.565,0.0757625,1.909904,-4.228,0.9548111,112483,spermidine/spermine N1-acetyltransferase family member 2
TNFRSF19,55504_at,0.565,0.0758333,1.90939,-4.2288,1.5337611,55504,"tumor necrosis factor receptor superfamily, member 19"
PROCR,10544_at,0.565,0.0759384,-1.908627,-4.2299,-1.7941389,10544,"protein C receptor, endothelial"
FBXO33,254170_at,0.565,0.075943,1.908594,-4.2299,0.4775,254170,F-box protein 33
KLK11,11012_at,0.565,0.0759487,-1.908553,-4.23,-1.5995056,11012,kallikrein-related peptidase 11
DOLK,22845_at,0.566,0.0760212,1.908028,-4.2307,0.5863889,22845,dolichol kinase
TTC9C,283237_at,0.566,0.0760292,1.90797,-4.2308,0.4890889,283237,tetratricopeptide repeat domain 9C
SMARCD1,6602_at,0.567,0.0762619,1.906287,-4.2333,0.3480833,6602,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
TRPV3,162514_at,0.567,0.0763174,-1.905886,-4.2339,-0.2122722,162514,"transient receptor potential cation channel, subfamily V, member 3"
CARMIL2,146206_at,0.568,0.0764727,1.904767,-4.2355,0.2580833,146206,"RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing"
LGI3,203190_at,0.568,0.0765435,1.904256,-4.2362,0.2063722,203190,"leucine-rich repeat LGI family, member 3"
DDX19A,55308_at,0.568,0.076582,1.903979,-4.2366,0.6951222,55308,DEAD (Asp-Glu-Ala-As) box polypeptide 19A
TRIM27,5987_at,0.568,0.0765838,1.903966,-4.2366,0.5416278,5987,tripartite motif containing 27
TLX1,3195_at,0.568,0.0766694,-1.903351,-4.2375,-0.3157833,3195,T-cell leukemia homeobox 1
SLX4IP,128710_at,0.568,0.0766737,1.90332,-4.2376,0.5197833,128710,chromosome 20 open reading frame 94
UGDH,7358_at,0.568,0.0766814,-1.903265,-4.2377,-0.6793222,7358,UDP-glucose 6-dehydrogenase
small nucleolar RNA host gene 5 (non-protein coding),387066_at,0.568,0.0766968,-1.903154,-4.2378,-1.1142056,387066,small nucleolar RNA host gene 5 (non-protein coding)
SLC44A3,126969_at,0.568,0.0767674,-1.902647,-4.2386,-1.7803889,126969,"solute carrier family 44, member 3"
TTC31,64427_at,0.568,0.0767789,1.902565,-4.2387,0.4549,64427,tetratricopeptide repeat domain 31
VPS29,51699_at,0.568,0.0768394,-1.90213,-4.2393,-0.4074444,51699,vacuolar protein sorting 29 homolog (S. cerevisiae)
WASL,8976_at,0.568,0.0768782,-1.901852,-4.2397,-0.5745111,8976,Wiskott-Aldrich syndrome-like
RPS6KC1,26750_at,0.568,0.0768792,1.901845,-4.2397,0.7254833,26750,"ribosomal protein S6 kinase, 52kDa, polypeptide 1"
CD69,969_at,0.568,0.0768828,1.901819,-4.2398,0.2433556,969,CD69 molecule
METTL25B,51093_at,0.568,0.0769235,-1.901527,-4.2402,-0.3857333,51093,ribosomal RNA adenine dimethylase domain containing 1
TM4SF20,79853_at,0.568,0.0769799,-1.901123,-4.2408,-0.5510833,79853,transmembrane 4 L six family member 20
ATM,472_at,0.568,0.0769886,1.901061,-4.2409,0.6365667,472,ataxia telangiectasia mutated
NEU4,129807_at,0.568,0.0770606,-1.900546,-4.2416,-0.2450778,129807,sialidase 4
FAM43B,163933_at,0.568,0.0770854,1.900368,-4.2419,0.3905778,163933,"family with sequence similarity 43, member B"
OGDHL,55753_at,0.568,0.0771023,1.900247,-4.242,0.4713889,55753,oxoglutarate dehydrogenase-like
SLC25A21-AS1,100129794_at,0.568,0.0771072,1.900213,-4.2421,0.2698389,100129794,uncharacterized LOC100129794
MRFAP1,93621_at,0.569,0.0771442,1.899947,-4.2425,0.3603333,93621,Morf4 family associated protein 1
OPRD1,4985_at,0.569,0.0772008,1.899543,-4.2431,0.2401611,4985,"opioid receptor, delta 1"
CYP4F12,66002_at,0.569,0.0772072,-1.899497,-4.2431,-0.8425611,66002,"cytochrome P450, family 4, subfamily F, polypeptide 12"
PCGF5,84333_at,0.569,0.0772566,-1.899145,-4.2436,-1.1831,84333,polycomb group ring finger 5
CDAN1,146059_at,0.569,0.077319,1.8987,-4.2443,0.4530611,146059,"congenital dyserythropoietic anemia, type I"
CACNA2D3,55799_at,0.569,0.0773373,1.898569,-4.2445,1.6251778,55799,"calcium channel, voltage-dependent, alpha 2/delta subunit 3"
CCDC80,151887_at,0.569,0.0774035,1.898097,-4.2452,1.0919778,151887,coiled-coil domain containing 80
MARCHF2,51257_at,0.569,0.0774335,1.897884,-4.2455,0.6391333,51257,membrane-associated ring finger (C3HC4) 2
LINC00996,285972_at,0.569,0.0774793,-1.897558,-4.2459,-0.1546389,285972,uncharacterized LOC285972
STK39,27347_at,0.569,0.0774935,-1.897456,-4.2461,-1.5756611,27347,serine threonine kinase 39
MEDAG,84935_at,0.569,0.0775515,-1.897044,-4.2467,-0.2511833,84935,chromosome 13 open reading frame 33
RDM1,201299_at,0.569,0.0775517,1.897042,-4.2467,0.5472222,201299,RAD52 motif 1
GET1,7485_at,0.57,0.0776966,1.896012,-4.2482,0.5025611,7485,tryptophan rich basic protein
OTX2,5015_at,0.57,0.0776986,1.895998,-4.2482,1.3266167,5015,orthodenticle homeobox 2
PLEKHA7,144100_at,0.57,0.0777407,-1.895699,-4.2486,-1.0630333,144100,"pleckstrin homology domain containing, family A member 7"
COL1A1,1277_at,0.57,0.0777894,1.895354,-4.2491,1.2657111,1277,"collagen, type I, alpha 1"
LINC01568,100506172_at,0.57,0.0779114,-1.894488,-4.2504,-0.1996611,100506172,uncharacterized LOC100506172
RAD50,10111_at,0.57,0.0779186,-1.894438,-4.2505,-0.7963389,10111,RAD50 homolog (S. cerevisiae)
COG3,83548_at,0.571,0.0780655,-1.893397,-4.252,-0.7450889,83548,component of oligomeric golgi complex 3
KIF21B,23046_at,0.571,0.0781543,-1.89277,-4.2529,-1.0476889,23046,kinesin family member 21B
ZNF75D,7626_at,0.571,0.0781556,-1.892761,-4.2529,-0.5277278,7626,zinc finger protein 75D
ZFPM2,23414_at,0.571,0.0781596,1.892733,-4.2529,1.0905778,23414,"zinc finger protein, multitype 2"
TRNAU1AP,54952_at,0.571,0.0781685,1.89267,-4.253,0.3911778,54952,tRNA selenocysteine 1 associated protein 1
POLR2J,5439_at,0.571,0.0782214,-1.892296,-4.2536,-0.3537,5439,"polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa"
PRUNE2,158471_at,0.571,0.0782637,-1.891997,-4.254,-1.14995,158471,prune homolog 2 (Drosophila)
NA,100506828_at,0.571,0.0782951,1.891776,-4.2543,1.1555278,100506828,NA
uncharacterized LOC100505806,100505806_at,0.571,0.078308,-1.891685,-4.2544,-1.4125889,100505806,uncharacterized LOC100505806
SCARA3,51435_at,0.571,0.0783119,1.891658,-4.2545,0.9834611,51435,"scavenger receptor class A, member 3"
MIR1915HG,399726_at,0.571,0.0783429,1.891439,-4.2548,0.7518611,399726,chromosome 10 open reading frame 114
PDLIM4,8572_at,0.571,0.0783822,1.891162,-4.2552,0.6267833,8572,PDZ and LIM domain 4
PRRG3,79057_at,0.571,0.0784045,-1.891005,-4.2554,-0.1939222,79057,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)
BHLHE40,8553_at,0.571,0.0784137,1.89094,-4.2555,1.1670944,8553,"basic helix-loop-helix family, member e40"
ATG4B,23192_at,0.571,0.0784679,1.890559,-4.2561,0.3555389,23192,ATG4 autophagy related 4 homolog B (S. cerevisiae)
SNX21,90203_at,0.571,0.0784693,1.890549,-4.2561,0.7013333,90203,sorting nexin family member 21
PLEKHG2,64857_at,0.572,0.0787785,1.888376,-4.2592,0.6059778,64857,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2"
PITPNC1,26207_at,0.572,0.0787968,1.888248,-4.2594,0.8779444,26207,"phosphatidylinositol transfer protein, cytoplasmic 1"
FAM110B,90362_at,0.572,0.0788286,1.888025,-4.2597,0.3163833,90362,"family with sequence similarity 110, member B"
ZG16,653808_at,0.572,0.0788585,1.887815,-4.26,0.5965389,653808,zymogen granule protein 16 homolog (rat)
PIWIL4,143689_at,0.572,0.0788632,-1.887782,-4.2601,-1.4474222,143689,piwi-like 4 (Drosophila)
DMBX1,127343_at,0.572,0.0788682,-1.887747,-4.2601,-0.2619667,127343,diencephalon/mesencephalon homeobox 1
KRBOX4,55634_at,0.572,0.0788726,1.887716,-4.2602,1.2745611,55634,zinc finger family member 673
PAFAH1B3,5050_at,0.572,0.0788828,1.887645,-4.2603,0.5613,5050,"platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 (29kDa)"
LBR,3930_at,0.572,0.0789645,-1.887073,-4.2611,-0.7647778,3930,lamin B receptor
OSBPL2,9885_at,0.572,0.0789705,-1.887031,-4.2612,-0.5832667,9885,oxysterol binding protein-like 2
BEND4,389206_at,0.572,0.0789855,1.886925,-4.2613,0.2653,389206,BEN domain containing 4
PTPN18,26469_at,0.572,0.0790446,-1.886512,-4.2619,-0.4604778,26469,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)"
PTDSS2,81490_at,0.572,0.0790643,1.886374,-4.2621,0.4696556,81490,phosphatidylserine synthase 2
LRRC10B,390205_at,0.572,0.0790755,-1.886296,-4.2622,-0.8948944,390205,leucine rich repeat containing 10B
MAN1B1-DT,100289341_at,0.573,0.0792701,-1.884937,-4.2642,-0.6084333,100289341,uncharacterized LOC100289341
uncharacterized LOC100507332,100507332_at,0.573,0.0793517,-1.884369,-4.265,-0.5778556,100507332,uncharacterized LOC100507332
SERINC5,256987_at,0.573,0.0794219,-1.88388,-4.2657,-1.0332889,256987,serine incorporator 5
TCF21,6943_at,0.573,0.0795194,-1.883201,-4.2667,-0.1856611,6943,transcription factor 21
ADIRF,10974_at,0.573,0.0795401,-1.883057,-4.2669,-2.2987778,10974,chromosome 10 open reading frame 116
PTPRB,5787_at,0.573,0.0795402,-1.883056,-4.2669,-0.9864667,5787,"protein tyrosine phosphatase, receptor type, B"
uncharacterized LOC100506059,100506059_at,0.573,0.079551,1.882981,-4.267,0.1616944,100506059,uncharacterized LOC100506059
ARHGEF2,9181_at,0.573,0.0795933,-1.882687,-4.2674,-0.51715,9181,Rho/Rac guanine nucleotide exchange factor (GEF) 2
chromosome X open reading frame 30,645090_at,0.573,0.0795942,-1.882681,-4.2674,-0.1897889,645090,chromosome X open reading frame 30
POC1B,282809_at,0.573,0.0796385,-1.882373,-4.2679,-0.8350167,282809,POC1 centriolar protein homolog B (Chlamydomonas)
BAZ1A,11177_at,0.573,0.0796521,-1.882279,-4.268,-0.3649444,11177,"bromodomain adjacent to zinc finger domain, 1A"
MVD,4597_at,0.573,0.0796874,1.882034,-4.2684,0.6108722,4597,mevalonate (diphospho) decarboxylase
OXA1L,5018_at,0.573,0.0796964,1.881971,-4.2685,0.4951667,5018,oxidase (cytochrome c) assembly 1-like
TM4SF18,116441_at,0.573,0.0797258,1.881767,-4.2688,0.7806778,116441,transmembrane 4 L six family member 18
MGRN1,23295_at,0.573,0.0797566,1.881553,-4.2691,0.4291778,23295,"mahogunin, ring finger 1"
IKZF4,64375_at,0.573,0.0797603,1.881527,-4.2691,0.2754944,64375,IKAROS family zinc finger 4 (Eos)
EIF3L,51386_at,0.573,0.079767,1.881481,-4.2692,0.4157222,51386,"eukaryotic translation initiation factor 3, subunit L"
STK10,6793_at,0.573,0.0797755,1.881422,-4.2692,0.5450167,6793,serine/threonine kinase 10
CCN2,1490_at,0.573,0.0798041,1.881224,-4.2695,2.2188944,1490,connective tissue growth factor
WFDC2,10406_at,0.574,0.0798675,1.880784,-4.2702,1.4757444,10406,WAP four-disulfide core domain 2
CALB2,794_at,0.574,0.0799459,1.880241,-4.271,1.9852444,794,calbindin 2
LRRC8C,84230_at,0.574,0.0799801,1.880004,-4.2713,0.7600222,84230,"leucine rich repeat containing 8 family, member C"
TMEM277P,284365_at,0.574,0.0799856,-1.879967,-4.2713,-0.1738167,284365,uncharacterized LOC284365
MAT1A,4143_at,0.574,0.0799952,-1.8799,-4.2714,-0.2384389,4143,"methionine adenosyltransferase I, alpha"
DYNLL2,140735_at,0.575,0.0801924,1.878537,-4.2734,0.7811444,140735,"dynein, light chain, LC8-type 2"
OGG1,4968_at,0.575,0.0802591,1.878077,-4.2741,0.3355111,4968,8-oxoguanine DNA glycosylase
ZCCHC8,55596_at,0.575,0.0802641,-1.878043,-4.2741,-0.6203889,55596,"zinc finger, CCHC domain containing 8"
UBB,7314_at,0.575,0.0803633,1.877359,-4.2751,0.2864444,7314,ubiquitin B
CD86,942_at,0.575,0.0803736,1.877288,-4.2752,0.1369111,942,CD86 molecule
uncharacterized LOC100506014,100506014_at,0.575,0.080422,1.876954,-4.2757,0.9081389,100506014,uncharacterized LOC100506014
SAP18,10284_at,0.575,0.0804358,-1.87686,-4.2758,-0.7462278,10284,"Sin3A-associated protein, 18kDa"
B3GALNT1,8706_at,0.575,0.0804844,1.876525,-4.2763,0.8717,8706,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
PPP1R14D,54866_at,0.576,0.0805408,-1.876137,-4.2769,-1.6044389,54866,"protein phosphatase 1, regulatory (inhibitor) subunit 14D"
C2CD5,9847_at,0.576,0.0805597,-1.876007,-4.277,-0.6927778,9847,KIAA0528
RARRES1,5918_at,0.576,0.0806331,-1.875503,-4.2778,-1.8198667,5918,retinoic acid receptor responder (tazarotene induced) 1
TCF25,22980_at,0.576,0.080649,1.875393,-4.2779,0.5274278,22980,transcription factor 25 (basic helix-loop-helix)
NTN1,9423_at,0.576,0.0808311,1.874144,-4.2797,0.2450722,9423,netrin 1
PARM1,25849_at,0.576,0.0808611,-1.873938,-4.28,-1.6331944,25849,prostate androgen-regulated mucin-like protein 1
TMEM141,85014_at,0.576,0.080878,-1.873822,-4.2802,-0.87395,85014,transmembrane protein 141
LINC00540,100506622_at,0.576,0.0808804,1.873806,-4.2802,0.8190222,100506622,uncharacterized LOC100506622
VEZT,55591_at,0.576,0.0808824,-1.873792,-4.2802,-0.5771,55591,"vezatin, adherens junctions transmembrane protein"
